week_end,product_group_code,product_module_code,channel_code,store_zip3,fips_state_descr,volume,sales
2014-01-04,507,1037,F,716,AR,1468,104.02
2014-01-11,507,1037,F,716,AR,1356,97.14
2014-01-18,507,1037,F,716,AR,1790,119.89
2014-01-25,507,1037,F,716,AR,886,64.99
2014-02-01,507,1037,F,716,AR,840,61.56
2014-02-08,507,1037,F,716,AR,1284,91.26
2014-02-15,507,1037,F,716,AR,1462,101.83
2014-02-22,507,1037,F,716,AR,850,62.05
2014-03-01,507,1037,F,716,AR,1238,88.07
2014-03-08,507,1037,F,716,AR,860,62.3
2014-03-15,507,1037,F,716,AR,1386,97.89
2014-03-22,507,1037,F,716,AR,926,65.99
2014-03-29,507,1037,F,716,AR,962,68.93
2014-04-05,507,1037,F,716,AR,844,59.86
2014-04-12,507,1037,F,716,AR,1004,74.06
2014-04-19,507,1037,F,716,AR,880,62.8
2014-04-26,507,1037,F,716,AR,860,62.3
2014-05-03,507,1037,F,716,AR,1314,92.01
2014-05-10,507,1037,F,716,AR,942,68.43
2014-05-17,507,1037,F,716,AR,646,49.51
2014-05-24,507,1037,F,716,AR,1422,103.02
2014-05-31,507,1037,F,716,AR,1218,89.46
2014-06-07,507,1037,F,716,AR,748,56.6
2014-06-14,507,1037,F,716,AR,472,37.04
2014-06-21,507,1037,F,716,AR,1090,79.94
2014-06-28,507,1037,F,716,AR,762,54.9
2014-07-05,507,1037,F,716,AR,410,31.3
2014-07-12,507,1037,F,716,AR,1156,83.72
2014-07-19,507,1037,F,716,AR,906,66.9
2014-07-26,507,1037,F,716,AR,548,41.08
2014-08-02,507,1037,F,716,AR,568,41.6
2014-08-09,507,1037,F,716,AR,1330,96.5
2014-08-16,507,1037,F,716,AR,1182,86.46
2014-08-23,507,1037,F,716,AR,466,34.82
2014-08-30,507,1037,F,716,AR,680,48.64
2014-09-06,507,1037,F,716,AR,380,30.52
2014-09-13,507,1037,F,716,AR,926,67.42
2014-09-20,507,1037,F,716,AR,968,72.64
2014-09-27,507,1037,F,716,AR,318,24.78
2014-10-04,507,1037,F,716,AR,702,53.34
2014-10-11,507,1037,F,716,AR,820,62.6
2014-10-18,507,1037,F,716,AR,442,36.26
2014-10-25,507,1037,F,716,AR,738,56.34
2014-11-01,507,1037,F,716,AR,820,62.6
2014-11-08,507,1037,F,716,AR,518,40.3
2014-11-15,507,1037,F,716,AR,1100,80.2
2014-11-22,507,1037,F,716,AR,512,38.08
2014-11-29,507,1037,F,716,AR,748,56.6
2014-12-06,507,1037,F,716,AR,988,73.16
2014-12-13,507,1037,F,716,AR,840,63.12
2014-12-20,507,1037,F,716,AR,600,46.56
2014-12-27,507,1037,F,716,AR,614,44.86
2014-01-04,507,1037,F,717,AR,522,37.53
2014-01-11,507,1037,F,717,AR,338,24.77
2014-01-18,507,1037,F,717,AR,338,24.77
2014-01-25,507,1037,F,717,AR,522,37.53
2014-02-01,507,1037,F,717,AR,128,9.32
2014-02-08,507,1037,F,717,AR,476,34.34
2014-02-15,507,1037,F,717,AR,466,34.09
2014-03-01,507,1037,F,717,AR,1094,76.31
2014-03-08,507,1037,F,717,AR,266,18.89
2014-03-15,507,1037,F,717,AR,364,27.46
2014-03-22,507,1037,F,717,AR,246,18.39
2014-03-29,507,1037,F,717,AR,686,49.79
2014-04-05,507,1037,F,717,AR,624,44.16
2014-04-12,507,1037,F,717,AR,430,30.97
2014-04-19,507,1037,F,717,AR,328,24.52
2014-04-26,507,1037,F,717,AR,128,9.32
2014-05-03,507,1037,F,717,AR,404,28.46
2014-05-10,507,1037,F,717,AR,174,12.51
2014-05-17,507,1037,F,717,AR,174,12.72
2014-05-24,507,1037,F,717,AR,164,12.52
2014-05-31,507,1037,F,717,AR,266,19.3
2014-06-07,507,1037,F,717,AR,630,47.34
2014-06-14,507,1037,F,717,AR,558,41.34
2014-06-21,507,1037,F,717,AR,414,29.34
2014-06-28,507,1037,F,717,AR,600,46.56
2014-07-05,507,1037,F,717,AR,440,32.08
2014-07-12,507,1037,F,717,AR,374,28.3
2014-07-19,507,1037,F,717,AR,174,12.78
2014-07-26,507,1037,F,717,AR,624,45.12
2014-08-02,507,1037,F,717,AR,548,41.08
2014-08-09,507,1037,F,717,AR,82,6.26
2014-08-16,507,1037,F,717,AR,358,25.82
2014-08-23,507,1037,F,717,AR,118,9.26
2014-08-30,507,1037,F,717,AR,256,19.04
2014-09-06,507,1037,F,717,AR,384,28.56
2014-09-13,507,1037,F,717,AR,164,12.52
2014-09-20,507,1037,F,717,AR,266,19.3
2014-09-27,507,1037,F,717,AR,266,19.3
2014-10-04,507,1037,F,717,AR,328,25.04
2014-10-11,507,1037,F,717,AR,338,25.3
2014-10-18,507,1037,F,717,AR,200,15.52
2014-10-25,507,1037,F,717,AR,302,22.3
2014-11-01,507,1037,F,717,AR,492,37.56
2014-11-08,507,1037,F,717,AR,374,28.3
2014-11-15,507,1037,F,717,AR,548,41.08
2014-11-22,507,1037,F,717,AR,302,22.3
2014-11-29,507,1037,F,717,AR,210,15.78
2014-12-06,507,1037,F,717,AR,436,34.04
2014-12-13,507,1037,F,717,AR,180,15
2014-12-20,507,1037,F,717,AR,466,34.82
2014-12-27,507,1037,F,717,AR,190,15.26
2014-01-04,507,1037,F,718,AR,660,42.74
2014-01-11,507,1037,F,718,AR,940,76.46
2014-01-18,507,1037,F,718,AR,164,12.18
2014-01-25,507,1037,F,718,AR,558,40.27
2014-02-01,507,1037,F,718,AR,794,57.01
2014-02-08,507,1037,F,718,AR,256,17.36
2014-02-15,507,1037,F,718,AR,1578,111.49
2014-02-22,507,1037,F,718,AR,578,37.09
2014-03-01,507,1037,F,718,AR,358,24.27
2014-03-08,507,1037,F,718,AR,476,32.7
2014-03-15,507,1037,F,718,AR,558,40.03
2014-03-22,507,1037,F,718,AR,688,55.6
2014-03-29,507,1037,F,718,AR,726,48.67
2014-04-05,507,1037,F,718,AR,460,29.98
2014-04-12,507,1037,F,718,AR,906,64.17
2014-04-19,507,1037,F,718,AR,1132,80.38
2014-04-26,507,1037,F,718,AR,256,18.44
2014-05-03,507,1037,F,718,AR,184,11.48
2014-05-10,507,1037,F,718,AR,634,41.81
2014-05-17,507,1037,F,718,AR,588,39.06
2014-05-24,507,1037,F,718,AR,872,67.93
2014-05-31,507,1037,F,718,AR,854,54.04
2014-06-07,507,1037,F,718,AR,696,47.55
2014-06-14,507,1037,F,718,AR,1138,83.39
2014-06-21,507,1037,F,718,AR,552,35.4
2014-06-28,507,1037,F,718,AR,326,22.15
2014-07-05,507,1037,F,718,AR,450,29.22
2014-07-12,507,1037,F,718,AR,634,40.61
2014-07-19,507,1037,F,718,AR,486,33.15
2014-07-26,507,1037,F,718,AR,1112,78.64
2014-08-02,507,1037,F,718,AR,736,47.9
2014-08-09,507,1037,F,718,AR,736,45.59
2014-08-16,507,1037,F,718,AR,588,35.52
2014-08-23,507,1037,F,718,AR,780,60.3
2014-08-30,507,1037,F,718,AR,460,30.62
2014-09-06,507,1037,F,718,AR,368,23.44
2014-09-13,507,1037,F,718,AR,1336,94.31
2014-09-20,507,1037,F,718,AR,348,23.04
2014-09-27,507,1037,F,718,AR,358,20.87
2014-10-04,507,1037,F,718,AR,588,36.93
2014-10-11,507,1037,F,718,AR,754,55.61
2014-10-18,507,1037,F,718,AR,292,20.72
2014-10-25,507,1037,F,718,AR,220,13.1
2014-11-01,507,1037,F,718,AR,128,8.92
2014-11-08,507,1037,F,718,AR,404,25.96
2014-11-15,507,1037,F,718,AR,528,37.38
2014-11-22,507,1037,F,718,AR,738,54.84
2014-11-29,507,1037,F,718,AR,472,35.66
2014-12-06,507,1037,F,718,AR,440,29.89
2014-12-13,507,1037,F,718,AR,426,33.27
2014-12-20,507,1037,F,718,AR,82,5.99
2014-12-27,507,1037,F,718,AR,518,37.45
2014-01-04,507,1037,F,719,AR,46,3.19
2014-01-11,507,1037,F,719,AR,46,3.19
2014-01-18,507,1037,F,719,AR,46,3.19
2014-01-25,507,1037,F,719,AR,72,5.88
2014-02-08,507,1037,F,719,AR,220,15.7
2014-02-15,507,1037,F,719,AR,128,9.32
2014-03-01,507,1037,F,719,AR,164,12.26
2014-03-08,507,1037,F,719,AR,36,2.94
2014-03-29,507,1037,F,719,AR,210,15.45
2014-04-05,507,1037,F,719,AR,138,9.57
2014-04-12,507,1037,F,719,AR,36,2.94
2014-04-19,507,1037,F,719,AR,72,5.88
2014-04-26,507,1037,F,719,AR,72,5.88
2014-05-03,507,1037,F,719,AR,46,3.19
